incident_case_id,date,clearance_code_inc_type,PGPD Reporting Area,PGPD Sector,PGPD BEAT,street_number,street_address,latitude,longitude,location
PP23083100000904,08/31/2023 12:00:00 AM,ACCIDENT,708,E,E4,2200 BLOCK,2205 BROWN STATION RD,38.85942813754082,-76.80723994970322,"(38.85942813754082,-76.80723994970322)"
PP23081200000286,08/12/2023 12:00:00 AM,HOMICIDE,631,F,F4,9800 BLOCK,9808 PISCATAWAY RD,38.75509764254093,-76.92010061442852,"(38.75509764254093,-76.92010061442852)"
PP23071900001093,07/19/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,424,H,H6,,DONNELL DR SB / PENNSYLVANIA AVE EB,38.84368014335632,-76.88499569892883,"(38.84368014335632,-76.88499569892883)"
PP23071600000504,07/16/2023 12:00:00 AM,"B & E, COMMERCIAL",413,H,H7,1400 BLOCK,1402 RITCHIE MARLBORO RD,38.87025488913059,-76.85546819865704,"(38.87025488913059,-76.85546819865704)"
PP23071200002206,07/12/2023 12:00:00 AM,ACCIDENT,508,K,K3,4700 BLOCK,4712 23RD PKWY NB,38.82432322204113,-76.95553360879421,"(38.82432322204113,-76.95553360879421)"
PP23071100000747,07/11/2023 12:00:00 AM,THEFT FROM AUTO,431,K,K3,4100 BLOCK,4131 CANDY APPLE LN,38.83350956439972,-76.93256777524948,"(38.83350956439972,-76.93256777524948)"
PP23072200000486,07/22/2023 12:00:00 AM,"AUTO, STOLEN",424,H,H6,5900 BLOCK,5946 SOUTH HIL MAR CIR,38.84269589185715,-76.90369644761086,"(38.84269589185715,-76.90369644761086)"
PP23070200001877,07/02/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,506,K,K3,2400 BLOCK,2405 KEATING ST,38.833837643265724,-76.95454935729504,"(38.833837643265724,-76.95454935729504)"
PP23070300000654,07/03/2023 12:00:00 AM,"ROBBERY, COMMERCIAL",815,D,D2,9900 BLOCK,9900 GREENBELT RD WB,38.990989565849304,-76.83447086811066,"(38.990989565849304,-76.83447086811066)"
PP23070800000923,07/08/2023 12:00:00 AM,ACCIDENT,504,K,K1,,WHEELER HILLS RD / WHEELER RD,38.825307473540306,-76.9745624512434,"(38.825307473540306,-76.9745624512434)"
PP23081300000808,08/13/2023 12:00:00 AM,ACCIDENT,427,H,H5,5100 BLOCK,5101 DIANNA DR,38.839415058493614,-76.92010061442852,"(38.839415058493614,-76.92010061442852)"
PP23081200002386,08/12/2023 12:00:00 AM,ACCIDENT,517,J,J3,1400 BLOCK,1413 BIRCHWOOD DR,38.80824714899063,-76.98571728169918,"(38.80824714899063,-76.98571728169918)"
PP23070100001724,07/01/2023 12:00:00 AM,ACCIDENT,638,W,W4,,FLORAL PARK RD / PISCATAWAY RD,38.70293238759041,-76.96668843924999,"(38.70293238759041,-76.96668843924999)"
PP23082000001844,08/20/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,612,J,J6,,INDIAN HEAD HWY NB / PALMER RD,38.76625247299671,-76.9942474514246,"(38.76625247299671,-76.9942474514246)"
PP23082900001760,08/29/2023 12:00:00 AM,"B & E, RESIDENTIAL",502,K,K2,3000 BLOCK,3001 BRANCH AVE SB,38.85352264344692,-76.95881444215775,"(38.85352264344692,-76.95881444215775)"
PP23070700002089,07/07/2023 12:00:00 AM,THEFT,175,A,A5,3500 BLOCK,3516 DEAN DR,38.97360114753246,-76.96012677252293,"(38.97360114753246,-76.96012677252293)"
PP23090400001212,09/04/2023 12:00:00 AM,THEFT FROM AUTO,507,K,K3,3700 BLOCK,3737 BRANCH AVE SB,38.838758900761604,-76.94765961170197,"(38.838758900761604,-76.94765961170197)"
PP23081000000645,08/10/2023 12:00:00 AM,THEFT FROM AUTO,701,E,E3,100 BLOCK,122 FOX CHASE CT,38.88993988931179,-76.83578319847584,"(38.88993988931179,-76.83578319847584)"
PP23071700002131,07/17/2023 12:00:00 AM,THEFT,169,B,B7,4700 BLOCK,4748 CHERRY HILL RD WB,39.01559580862522,-76.92797461152077,"(39.01559580862522,-76.92797461152077)"
PP23081100000048,08/11/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,649,W,W2,15600 BLOCK,15624 LIVINGSTON RD,38.66979597508907,-76.99555978178978,"(38.66979597508907,-76.99555978178978)"
PP23071900000994,07/19/2023 12:00:00 AM,ACCIDENT,111,A,A6,,ADELPHI RD NB / UNIVERSITY BLVD EB,38.98639638721943,-76.95586170256138,"(38.98639638721943,-76.95586170256138)"
PP23071500001445,07/15/2023 12:00:00 AM,ACCIDENT,657,J,J41,6800 BLOCK,6800 OXON HILL RD,38.79479572176933,-77.00080911815166,"(38.79479572176933,-77.00080911815166)"
PP23090100001922,09/01/2023 12:00:00 AM,ACCIDENT,418,H,H6,3100 BLOCK,3101 DONNELL DR SB,38.8486014008522,-76.88663610816002,"(38.8486014008522,-76.88663610816002)"
PP23081200001100,08/12/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,652,W,W2,,BERRY RD NB / BEALLE HILL RD,38.655032232403755,-76.99916869401932,"(38.655032232403755,-76.99916869401932)"
PP23081900002488,08/19/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,504,K,K1,,23RD PKWY / SOUTHERN AVE,38.844992473721504,-76.9709535241127,"(38.844992473721504,-76.9709535241127)"
PP23090200001021,09/02/2023 12:00:00 AM,"AUTO, STOLEN",904,C,C5,14000 BLOCK,14013 BRAMBLE LN,39.08350905776024,-76.85120311379433,"(39.08350905776024,-76.85120311379433)"
PP23072000000740,07/20/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,859,E,E2,11500 BLOCK,11550 WAESCHE DR,38.919795483350754,-76.80691185593605,"(38.919795483350754,-76.80691185593605)"
PP23080800000092,08/08/2023 12:00:00 AM,"AUTO, STOLEN",801,C,C4,,SNOWDEN POND RD / LAUREL BOWIE RD,39.04807606339455,-76.83020578324795,"(39.04807606339455,-76.83020578324795)"
PP23081500001759,08/15/2023 12:00:00 AM,ACCIDENT,837,D,D1,,LANHAM SEVERN RD / 94TH AVE,38.971960723400116,-76.84726610779762,"(38.971960723400116,-76.84726610779762)"
PP23080200001134,08/02/2023 12:00:00 AM,ACCIDENT,618,F,F1,7000 BLOCK,7092 ALLENTOWN RD,38.79315531253815,-76.92764653265476,"(38.79315531253815,-76.92764653265476)"
PP23070400001100,07/04/2023 12:00:00 AM,THEFT,117,A,A6,6500 BLOCK,6569 AGER RD NB,38.97163264453411,-76.97817136347294,"(38.97163264453411,-76.97817136347294)"
PP23070900001277,07/09/2023 12:00:00 AM,ACCIDENT,826,D,D1,6900 BLOCK,6905 CIPRIANO RD,38.98475597798824,-76.85349969565868,"(38.98475597798824,-76.85349969565868)"
PP23083100000108,08/31/2023 12:00:00 AM,ACCIDENT,259,B,B1,2400 BLOCK,2426 KENILWORTH AVE SB,38.92012356221676,-76.9309273660183,"(38.92012356221676,-76.9309273660183)"
PP23070100000996,07/01/2023 12:00:00 AM,THEFT,856,E,E2,2300 BLOCK,2312 BROOKE GROVE RD,38.92143589258194,-76.83709552884102,"(38.92143589258194,-76.83709552884102)"
PP23071800002001,07/18/2023 12:00:00 AM,ACCIDENT,430,K,K3,,SAINT BARNABAS RD SB / BEDFORD WAY,38.83613422513008,-76.94044177234173,"(38.83613422513008,-76.94044177234173)"
PP23080800001557,08/08/2023 12:00:00 AM,ACCIDENT,629,W,W4,9400 BLOCK,9412 ALLENTOWN RD,38.76034697890282,-76.96176719665527,"(38.76034697890282,-76.96176719665527)"
PP23082000001511,08/20/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,424,H,H6,,PENNSYLVANIA AVE EB / DONNELL DR,38.84368014335632,-76.88499569892883,"(38.84368014335632,-76.88499569892883)"
PP23072700001236,07/27/2023 12:00:00 AM,"ASSAULT, WEAPON",323,G,G1,5600 BLOCK,5626 COOLIDGE ST,38.888955637812614,-76.90894578397274,"(38.888955637812614,-76.90894578397274)"
PP23082900000487,08/29/2023 12:00:00 AM,THEFT FROM AUTO,835,D,D1,5900 BLOCK,5910 PRINCESS GARDEN PKWY,38.96179014444351,-76.86498260498047,"(38.96179014444351,-76.86498260498047)"
PP23083000001671,08/30/2023 12:00:00 AM,THEFT FROM AUTO,114,A,A6,1900 BLOCK,1908 CHAPMAN RD,38.977538138628006,-76.97718711197376,"(38.977538138628006,-76.97718711197376)"
PP23083000000739,08/30/2023 12:00:00 AM,"ROBBERY, OTHER",405,H,H3,,CABIN BRANCH RD / COLETON CT,38.88042548298836,-76.89451010525227,"(38.88042548298836,-76.89451010525227)"
PP23072500001688,07/25/2023 12:00:00 AM,"AUTO, STOLEN",444,TRU,H4,3100 BLOCK,3112 IRMA CT,38.84892947971821,-76.9214129447937,"(38.84892947971821,-76.9214129447937)"
PP23071600001709,07/16/2023 12:00:00 AM,ACCIDENT,206,B,B63,,BALTIMORE AVE SB / GUILFORD DR,38.977538138628006,-76.93781711161137,"(38.977538138628006,-76.93781711161137)"
PP23082300002225,08/23/2023 12:00:00 AM,ACCIDENT,315,G,G4,7900 BLOCK,7905 ROXBURY CT,38.914874225854874,-76.86891961097717,"(38.914874225854874,-76.86891961097717)"
PP23071600001078,07/16/2023 12:00:00 AM,ACCIDENT WITH IMPOUND,939,C,C3,,MONTGOMERY RD / BALTIMORE AVE NB,39.02871914207935,-76.91616360843182,"(39.02871914207935,-76.91616360843182)"
PP23073100000404,07/31/2023 12:00:00 AM,"B & E, COMMERCIAL",441,H,H2,5700 BLOCK,5741 SILVER HILL RD NB,38.85417881608009,-76.90632110834122,"(38.85417881608009,-76.90632110834122)"
PP23090200000292,09/02/2023 12:00:00 AM,ASSAULT,444,H,H4,4800 BLOCK,4835 SILVER HILL RD NB,38.850569888949394,-76.92239719629288,"(38.850569888949394,-76.92239719629288)"
PP23070600000453,07/06/2023 12:00:00 AM,"AUTO, STOLEN",502,K,K2,3000 BLOCK,3001 BRANCH AVE SB,38.85352264344692,-76.95881444215775,"(38.85352264344692,-76.95881444215775)"
PP23081300001122,08/13/2023 12:00:00 AM,ACCIDENT,618,F,F1,6200 BLOCK,6210 ALLENTOWN RD NB,38.803653970360756,-76.90599302947521,"(38.803653970360756,-76.90599302947521)"
PP23081300001578,08/13/2023 12:00:00 AM,ACCIDENT,631,F,F4,,GWYNNDALE CT / GWYNNDALE PL,38.761659309268,-76.90861769020557,"(38.761659309268,-76.90861769020557)"
PP23090300000619,09/03/2023 12:00:00 AM,"AUTO, STOLEN",615,K,K6,2900 BLOCK,2915 HENSON BRIDGE TER,38.79217106103897,-76.95717403292656,"(38.79217106103897,-76.95717403292656)"
PP23080800000300,08/08/2023 12:00:00 AM,THEFT FROM AUTO,305,G,G3,1600 BLOCK,1606 MARBLEWOOD AVE,38.91159339249134,-76.9112423658371,"(38.91159339249134,-76.9112423658371)"
PP23080800001723,08/08/2023 12:00:00 AM,THEFT FROM AUTO,741,F,F5,7500 BLOCK,7503 SURRATTS RD,38.748535975813866,-76.87580935657024,"(38.748535975813866,-76.87580935657024)"
PP23072100001135,07/21/2023 12:00:00 AM,"AUTO, STOLEN",886,D,D1,8600 BLOCK,8643 GREENBELT RD EB,38.990989565849304,-76.85776478052139,"(38.990989565849304,-76.85776478052139)"
PP23072800000946,07/28/2023 12:00:00 AM,"ROBBERY, COMMERCIAL",524,J,J1,5000 BLOCK,5035 INDIAN HEAD HWY SB,38.819073900580406,-77.00277760624886,"(38.819073900580406,-77.00277760624886)"
PP23090100001744,09/01/2023 12:00:00 AM,"AUTO, STOLEN",411,H,H3,1900 BLOCK,1900 ROCHELL AVE,38.8643493950367,-76.89418202638626,"(38.8643493950367,-76.89418202638626)"
PP23082200001472,08/22/2023 12:00:00 AM,"B & E, RESIDENTIAL",614,K,K6,6500 BLOCK,6514 EAGLEWING LN,38.79971697926521,-76.97620286047459,"(38.79971697926521,-76.97620286047459)"
PP23080700001171,08/07/2023 12:00:00 AM,THEFT FROM AUTO,117,A,A6,2200 BLOCK,2210 AMHERST RD,38.9732730537653,-76.97193777561188,"(38.9732730537653,-76.97193777561188)"
PP23071100000673,07/11/2023 12:00:00 AM,THEFT,105,A,A7,9000 BLOCK,9015 ADELPHI RD NB,39.004112899303436,-76.96603228151798,"(39.004112899303436,-76.96603228151798)"
